t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y
1110,-41.8537,-40.0084,100.836,-38.9976,144.906,36.8484,-169.542,-152.153,-28.7543,778.13,1146.19,860.317,2797.08,646.473,4464.76,519.953
1111,-38.8894,-42.8923,101.89,-36.1587,144.252,39.3387,-168.14,-153.697,-29.8811,778.087,1145.69,860.982,2796.95,647.045,4464.7,520.419
1112,-35.7267,-45.5573,102.864,-33.2915,143.556,41.8173,-166.724,-155.228,-31.0079,778.043,1145.19,861.647,2796.82,647.618,4464.65,520.885
1113,-32.3816,-47.9898,103.757,-30.3982,142.817,44.2836,-165.294,-156.746,-32.1346,777.997,1144.69,862.311,2796.69,648.19,4464.6,521.352
1114,-28.8713,-50.1774,104.569,-27.481,142.035,46.7367,-163.85,-158.251,-33.2612,777.95,1144.19,862.975,2796.55,648.762,4464.54,521.818
1115,-25.2136,-52.1089,105.298,-24.5423,141.212,49.176,-162.393,-159.743,-34.3878,777.9,1143.68,863.638,2796.42,649.334,4464.49,522.284
1116,-21.4272,-53.7743,105.946,-21.5844,140.346,51.6007,-160.922,-161.221,-35.5143,777.849,1143.18,864.302,2796.29,649.907,4464.43,522.751
1117,-17.5313,-55.1652,106.51,-18.6095,139.44,54.0101,-159.437,-162.686,-36.6407,777.797,1142.68,864.965,2796.15,650.479,4464.38,523.217
1118,-13.546,-56.2744,106.991,-15.6201,138.491,56.4036,-157.939,-164.137,-37.7671,777.743,1142.18,865.628,2796.02,651.051,4464.32,523.683
1119,-9.49149,-57.0962,107.388,-12.6184,137.502,58.7803,-156.428,-165.574,-38.8933,777.687,1141.67,866.29,2795.89,651.623,4464.27,524.149
1120,-5.3885,-57.6265,107.701,-9.60683,136.472,61.1396,-154.904,-166.998,-40.0195,777.63,1141.17,866.952,2795.75,652.195,4464.21,524.616
1121,-1.25799,-57.8624,107.929,-6.58772,135.402,63.4808,-153.366,-168.407,-41.1456,777.571,1140.66,867.614,2795.62,652.767,4464.16,525.082
1122,2.87894,-57.8027,108.073,-3.56345,134.291,65.8031,-151.816,-169.802,-42.2716,777.51,1140.16,868.276,2795.48,653.339,4464.1,525.548
1123,7.00117,-57.4477,108.132,-0.536385,133.141,68.106,-150.253,-171.184,-43.3976,777.448,1139.65,868.937,2795.35,653.911,4464.05,526.015
1124,11.0876,-56.7992,108.106,2.4911,131.951,70.3888,-148.678,-172.55,-44.5234,777.384,1139.15,869.598,2795.22,654.483,4463.99,526.481
1125,15.1174,-55.8605,107.996,5.51664,130.722,72.6506,-147.09,-173.903,-45.6491,777.318,1138.64,870.259,2795.08,655.055,4463.94,526.947
1126,19.07,-54.6363,107.801,8.53786,129.455,74.891,-145.489,-175.24,-46.7748,777.251,1138.14,870.919,2794.95,655.627,4463.88,527.413
1127,22.9251,-53.1329,107.522,11.5524,128.149,77.1092,-143.877,-176.563,-47.9003,777.182,1137.63,871.579,2794.81,656.199,4463.83,527.879
1128,26.663,-51.358,107.158,14.5579,126.805,79.3045,-142.252,-177.872,-49.0258,777.112,1137.12,872.239,2794.68,656.771,4463.77,528.346
1129,30.2647,-49.3207,106.711,17.552,125.423,81.4764,-140.616,-179.165,-50.1511,777.04,1136.61,872.899,2794.54,657.343,4463.72,528.812
1130,33.7117,-47.0312,106.18,20.5323,124.005,83.6241,-138.967,-180.443,-51.2764,776.966,1136.11,873.558,2794.41,657.915,4463.66,529.278
1131,36.9864,-44.5014,105.566,23.4965,122.55,85.7471,-137.307,-181.706,-52.4015,776.891,1135.6,874.217,2794.27,658.487,4463.61,529.744
1132,40.0721,-41.7441,104.869,26.4424,121.058,87.8447,-135.636,-182.954,-53.5265,776.814,1135.09,874.876,2794.14,659.058,4463.55,530.211
1133,42.9529,-38.7735,104.09,29.3676,119.531,89.9163,-133.953,-184.187,-54.6514,776.735,1134.58,875.534,2794,659.63,4463.49,530.677
1134,45.6143,-35.6047,103.229,32.2697,117.968,91.9613,-132.259,-185.404,-55.7762,776.655,1134.07,876.192,2793.87,660.202,4463.44,531.143
1135,48.0424,-32.2539,102.288,35.1466,116.37,93.979,-130.554,-186.605,-56.9009,776.573,1133.56,876.85,2793.73,660.774,4463.38,531.609
1136,50.225,-28.7382,101.266,37.996,114.738,95.9689,-128.838,-187.791,-58.0254,776.489,1133.05,877.508,2793.6,661.345,4463.33,532.075
1137,52.1509,-25.0757,100.166,40.8156,113.072,97.9304,-127.111,-188.961,-59.1499,776.404,1132.54,878.165,2793.46,661.917,4463.27,532.542
1138,53.8103,-21.285,98.9864,43.6033,111.372,99.863,-125.373,-190.116,-60.2742,776.318,1132.03,878.822,2793.33,662.489,4463.22,533.008
1139,55.1947,-17.3855,97.7297,46.3568,109.64,101.766,-123.625,-191.254,-61.3984,776.229,1131.52,879.478,2793.19,663.06,4463.16,533.474
1140,56.297,-13.3972,96.3965,49.0741,107.875,103.639,-121.867,-192.376,-62.5224,776.139,1131.01,880.135,2793.05,663.632,4463.1,533.94
1141,57.1117,-9.34039,94.9879,51.753,106.078,105.481,-120.098,-193.483,-63.6463,776.048,1130.49,880.791,2792.92,664.203,4463.05,534.406
1142,57.6345,-5.23587,93.505,54.3913,104.25,107.292,-118.319,-194.573,-64.7701,775.954,1129.98,881.446,2792.78,664.775,4462.99,534.872
1143,57.8628,-1.1046,91.9488,56.9871,102.391,109.071,-116.53,-195.646,-65.8938,775.859,1129.47,882.102,2792.64,665.346,4462.94,535.338
1144,57.7955,3.03232,90.3207,59.5383,100.501,110.818,-114.732,-196.703,-67.0173,775.763,1128.96,882.757,2792.51,665.918,4462.88,535.805
1145,57.433,7.15375,88.622,62.0429,98.5819,112.532,-112.924,-197.744,-68.1407,775.665,1128.44,883.412,2792.37,666.489,4462.82,536.271
1146,56.7771,11.2386,86.8539,64.499,96.6336,114.213,-111.106,-198.768,-69.2639,775.565,1127.93,884.066,2792.23,667.061,4462.77,536.737
1147,55.8312,15.2661,85.0178,66.9045,94.6566,115.86,-109.279,-199.776,-70.387,775.464,1127.41,884.72,2792.1,667.632,4462.71,537.203
1148,54.6002,19.2157,83.1152,69.2578,92.6517,117.473,-107.443,-200.766,-71.5099,775.361,1126.9,885.374,2791.96,668.203,4462.66,537.669
1149,53.0904,23.0671,81.1476,71.5569,90.6193,119.051,-105.598,-201.74,-72.6327,775.256,1126.38,886.028,2791.82,668.775,4462.6,538.135
1150,51.3095,26.8007,79.1165,73.8,88.5601,120.594,-103.744,-202.697,-73.7553,775.15,1125.87,886.681,2791.69,669.346,4462.54,538.601
1151,49.2666,30.3975,77.0235,75.9854,86.4748,122.101,-101.881,-203.637,-74.8778,775.042,1125.35,887.334,2791.55,669.917,4462.49,539.067
1152,46.9723,33.8392,74.8703,78.1113,84.3638,123.572,-100.01,-204.56,-76.0001,774.932,1124.84,887.987,2791.41,670.488,4462.43,539.533
1153,44.4382,37.1081,72.6585,80.1762,82.228,125.007,-98.1307,-205.465,-77.1223,774.821,1124.32,888.64,2791.27,671.059,4462.37,540
1154,41.6774,40.1877,70.3899,82.1784,80.0677,126.404,-96.2428,-206.354,-78.2443,774.708,1123.8,889.292,2791.14,671.631,4462.32,540.466
1155,38.7038,43.0622,68.0663,84.1163,77.8839,127.765,-94.3469,-207.225,-79.3661,774.594,1123.28,889.944,2791,672.202,4462.26,540.932
1156,35.5328,45.717,65.6894,85.9884,75.6769,129.087,-92.4431,-208.078,-80.4878,774.478,1122.77,890.595,2790.86,672.773,4462.2,541.398
1157,32.1805,48.1386,63.2612,87.7933,73.4476,130.371,-90.5315,-208.914,-81.6093,774.36,1122.25,891.246,2790.72,673.344,4462.15,541.864
1158,28.6641,50.3146,60.7835,89.5296,71.1966,131.617,-88.6123,-209.733,-82.7306,774.241,1121.73,891.897,2790.58,673.915,4462.09,542.33
1159,25.0015,52.2341,58.2583,91.1959,68.9246,132.824,-86.6857,-210.534,-83.8517,774.12,1121.21,892.548,2790.45,674.486,4462.03,542.796
1160,21.2114,53.8871,55.6876,92.7909,66.6321,133.991,-84.7518,-211.318,-84.9727,773.997,1120.69,893.198,2790.31,675.057,4461.98,543.262
1161,17.3132,55.2654,53.0733,94.3134,64.32,135.119,-82.8108,-212.083,-86.0935,773.873,1120.17,893.848,2790.17,675.628,4461.92,543.728
1162,13.3267,56.362,50.4176,95.7621,61.9888,136.207,-80.8628,-212.831,-87.2141,773.747,1119.65,894.498,2790.03,676.199,4461.86,544.194
1163,9.2722,57.1712,47.7224,97.1361,59.6393,137.255,-78.908,-213.561,-88.3346,773.62,1119.13,895.148,2789.89,676.77,4461.81,544.66
1164,5.17049,57.6891,44.99,98.4341,57.2722,138.262,-76.9466,-214.273,-89.4548,773.491,1118.61,895.797,2789.75,677.341,4461.75,545.126
1165,1.04242,57.9129,42.2224,99.6552,54.8882,139.228,-74.9788,-214.967,-90.5749,773.36,1118.09,896.446,2789.61,677.912,4461.69,545.592
1166,-3.09095,57.8416,39.4218,100.798,52.4879,140.153,-73.0047,-215.643,-91.6948,773.228,1117.57,897.094,2789.48,678.483,4461.64,546.058
1167,-7.20858,57.4756,36.5904,101.863,50.0721,141.037,-71.0244,-216.301,-92.8144,773.094,1117.05,897.742,2789.34,679.053,4461.58,546.524
1168,-11.2895,56.8168,33.7304,102.848,47.6415,141.879,-69.0382,-216.941,-93.9339,772.959,1116.52,898.39,2789.2,679.624,4461.52,546.99
1169,-15.3129,55.8684,30.844,103.752,45.1969,142.679,-67.0461,-217.562,-95.0532,772.821,1116,899.038,2789.06,680.195,4461.46,547.456
1170,-19.2582,54.6355,27.9336,104.576,42.7389,143.437,-65.0485,-218.165,-96.1723,772.683,1115.48,899.685,2788.92,680.766,4461.41,547.922
1171,-23.1055,53.1243,25.0013,105.318,40.2682,144.152,-63.0454,-218.75,-97.2912,772.542,1114.95,900.332,2788.78,681.336,4461.35,548.388
1172,-26.8351,51.3425,22.0495,105.977,37.7857,144.825,-61.037,-219.317,-98.4098,772.4,1114.43,900.979,2788.64,681.907,4461.29,548.854
1173,-30.428,49.2991,19.0805,106.554,35.2919,145.455,-59.0234,-219.865,-99.5283,772.257,1113.91,901.625,2788.5,682.478,4461.23,549.32
1174,-33.8659,47.0047,16.0966,107.048,32.7878,146.042,-57.0049,-220.395,-100.647,772.111,1113.38,902.272,2788.36,683.048,4461.18,549.786
1175,-37.1314,44.4709,13.1002,107.458,30.274,146.586,-54.9816,-220.906,-101.765,771.964,1112.86,902.917,2788.22,683.619,4461.12,550.252
1176,-40.2077,41.7107,10.0934,107.784,27.7512,147.087,-52.9537,-221.399,-102.882,771.816,1112.33,903.563,2788.08,684.189,4461.06,550.718
1177,-43.0793,38.738,7.07886,108.025,25.2202,147.544,-50.9214,-221.873,-104,771.666,1111.81,904.208,2787.94,684.76,4461,551.184
1178,-45.7315,35.568,4.05874,108.183,22.6818,147.958,-48.8848,-222.328,-105.117,771.514,1111.28,904.853,2787.8,685.33,4460.95,551.65
1179,-48.1508,32.2169,1.03545,108.256,20.1367,148.328,-46.844,-222.765,-106.235,771.361,1110.75,905.498,2787.66,685.901,4460.89,552.116
1180,-50.3249,28.7017,-1.98864,108.245,17.5856,148.654,-44.7994,-223.183,-107.352,771.206,1110.23,906.142,2787.52,686.471,4460.83,552.582
1181,-52.2427,25.0404,-5.01118,108.149,15.0293,148.936,-42.7509,-223.582,-108.468,771.049,1109.7,906.786,2787.37,687.042,4460.77,553.047
1182,-53.8944,21.2515,-8.02981,107.968,12.4686,149.174,-40.6989,-223.962,-109.585,770.891,1109.17,907.429,2787.23,687.612,4460.71,553.513
1183,-55.2716,17.3544,-11.0422,107.704,9.90424,149.369,-38.6435,-224.324,-110.701,770.731,1108.64,908.073,2787.09,688.182,4460.66,553.979
1184,-56.3673,13.3689,-14.0459,107.355,7.33692,149.519,-36.5848,-224.667,-111.817,770.57,1108.12,908.716,2786.95,688.753,4460.6,554.445
1185,-57.1759,9.31529,-17.0387,106.923,4.76744,149.625,-34.5231,-224.991,-112.933,770.407,1107.59,909.359,2786.81,689.323,4460.54,554.911
1186,-57.6932,5.21424,-20.0182,106.407,2.19655,149.686,-32.4584,-225.296,-114.049,770.242,1107.06,910.001,2786.67,689.893,4460.48,555.377
1187,-57.9166,1.08663,-22.982,105.808,-0.374995,149.704,-30.391,-225.582,-115.164,770.076,1106.53,910.643,2786.53,690.463,4460.42,555.843
1188,-57.8449,-3.04651,-25.9279,105.126,-2.94643,149.677,-28.3211,-225.849,-116.279,769.908,1106,911.285,2786.39,691.034,4460.37,556.309
1189,-57.4785,-7.16413,-28.8536,104.362,-5.51699,149.607,-26.2488,-226.097,-117.394,769.738,1105.47,911.927,2786.24,691.604,4460.31,556.775
1190,-56.8192,-11.2452,-31.7568,103.517,-8.08593,149.492,-24.1743,-226.327,-118.508,769.567,1104.94,912.568,2786.1,692.174,4460.25,557.24
1191,-55.8703,-15.269,-34.6351,102.592,-10.6525,149.332,-22.0977,-226.537,-119.623,769.394,1104.41,913.209,2785.96,692.744,4460.19,557.706
1192,-54.6367,-19.215,-37.4865,101.586,-13.2159,149.129,-20.0193,-226.728,-120.737,769.22,1103.88,913.849,2785.82,693.314,4460.13,558.172
1193,-53.1245,-23.063,-40.3086,100.501,-15.7754,148.882,-17.9392,-226.9,-121.851,769.044,1103.34,914.49,2785.68,693.884,4460.07,558.638
1194,-51.3416,-26.7935,-43.0993,99.3371,-18.3302,148.591,-15.8576,-227.053,-122.964,768.866,1102.81,915.13,2785.53,694.454,4460.02,559.104
1195,-49.2968,-30.3873,-45.8563,98.096,-20.8797,148.256,-13.7747,-227.187,-124.078,768.687,1102.28,915.769,2785.39,695.024,4459.96,559.57
1196,-47.0007,-33.8262,-48.5775,96.7784,-23.4229,147.877,-11.6906,-227.302,-125.191,768.506,1101.75,916.409,2785.25,695.594,4459.9,560.035
1197,-44.4649,-37.0926,-51.2609,95.3854,-25.9593,147.454,-9.60553,-227.398,-126.304,768.324,1101.21,917.048,2785.11,696.164,4459.84,560.501
1198,-41.7023,-40.1697,-53.9042,93.9179,-28.488,146.988,-7.51965,-227.474,-127.416,768.14,1100.68,917.687,2784.96,696.734,4459.78,560.967
1199,-38.7269,-43.042,-56.5055,92.3771,-31.0083,146.479,-5.43315,-227.532,-128.528,767.954,1100.15,918.325,2784.82,697.304,4459.72,561.433
1200,-35.554,-45.6946,-59.0627,90.7642,-33.5194,145.926,-3.34618,-227.57,-129.64,767.767,1099.61,918.963,2784.68,697.874,4459.66,561.899
1201,-32.1997,-48.1141,-61.5739,89.0806,-36.0207,145.331,-1.25894,-227.589,-130.752,767.578,1099.08,919.601,2784.53,698.444,4459.6,562.365
1202,-28.681,-50.2881,-64.037,87.3275,-38.5113,144.692,0.828413,-227.59,-131.864,767.388,1098.54,920.239,2784.39,699.013,4459.55,562.83
1203,-25.0159,-52.2053,-66.4501,85.5062,-40.9905,144.011,2.91569,-227.571,-132.975,767.195,1098.01,920.876,2784.25,699.583,4459.49,563.296
1204,-21.2232,-53.8561,-68.8114,83.6182,-43.4577,143.287,5.00273,-227.532,-134.086,767.002,1097.47,921.513,2784.1,700.153,4459.43,563.762
1205,-17.322,-55.2319,-71.1191,81.6651,-45.912,142.521,7.08934,-227.475,-135.196,766.806,1096.93,922.149,2783.96,700.723,4459.37,564.228
1206,-13.3325,-56.3257,-73.3712,79.6482,-48.3528,141.713,9.17536,-227.399,-136.307,766.609,1096.4,922.786,2783.82,701.292,4459.31,564.693
1207,-9.27485,-57.1319,-75.5661,77.5692,-50.7793,140.863,11.2606,-227.303,-137.417,766.411,1095.86,923.422,2783.67,701.862,4459.25,565.159
1208,-5.16985,-57.6463,-77.7021,75.4296,-53.1908,139.971,13.3449,-227.189,-138.526,766.211,1095.32,924.057,2783.53,702.432,4459.19,565.625
1209,-1.03843,-57.8662,-79.7774,73.2313,-55.5866,139.038,15.4281,-227.055,-139.636,766.009,1094.79,924.693,2783.38,703.001,4459.13,566.091
1210,3.09828,-57.7905,-81.7906,70.9758,-57.9661,138.064,17.51,-226.903,-140.745,765.806,1094.25,925.328,2783.24,703.571,4459.07,566.556
1211,7.21917,-57.4196,-83.7399,68.665,-60.3284,137.05,19.5904,-226.731,-141.854,765.601,1093.71,925.962,2783.1,704.14,4459.01,567.022
1212,11.3032,-56.7553,-85.6239,66.3006,-62.6729,135.995,21.6692,-226.54,-142.963,765.394,1093.17,926.597,2782.95,704.71,4458.95,567.488
1213,15.3294,-55.801,-87.4411,63.8844,-64.9989,134.9,23.7461,-226.33,-144.071,765.186,1092.63,927.231,2782.81,705.279,4458.9,567.954
1214,19.2773,-54.5616,-89.1901,61.4185,-67.3058,133.765,25.821,-226.101,-145.179,764.976,1092.09,927.865,2782.66,705.849,4458.84,568.419
1215,23.1267,-53.0432,-90.8695,58.9046,-69.5928,132.59,27.8938,-225.853,-146.286,764.765,1091.55,928.498,2782.52,706.418,4458.78,568.885
1216,26.8579,-51.2538,-92.478,56.3448,-71.8592,131.377,29.9642,-225.586,-147.394,764.552,1091.01,929.131,2782.37,706.987,4458.72,569.351
1217,30.4518,-49.2024,-94.0144,53.7411,-74.1045,130.125,32.0322,-225.3,-148.501,764.337,1090.47,929.764,2782.23,707.557,4458.66,569.816
1218,33.89,-46.8995,-95.4775,51.0954,-76.3279,128.834,34.0974,-224.995,-149.608,764.121,1089.93,930.397,2782.08,708.126,4458.6,570.282
1219,37.1551,-44.3569,-96.8661,48.4098,-78.5288,127.505,36.1597,-224.672,-150.714,763.903,1089.39,931.029,2781.94,708.695,4458.54,570.748
1220,40.2301,-41.5875,-98.1791,45.6865,-80.7065,126.139,38.219,-224.329,-151.82,763.684,1088.85,931.661,2781.79,709.265,4458.48,571.213
1221,43.0996,-38.6055,-99.4155,42.9276,-82.8604,124.735,40.2751,-223.967,-152.926,763.463,1088.31,932.292,2781.65,709.834,4458.42,571.679
1222,45.7487,-35.4262,-100.574,40.1351,-84.9898,123.295,42.3279,-223.587,-154.031,763.24,1087.76,932.924,2781.5,710.403,4458.36,572.145
1223,48.1639,-32.0658,-101.655,37.3114,-87.0942,121.818,44.377,-223.188,-155.137,763.016,1087.22,933.555,2781.35,710.972,4458.3,572.61
1224,50.3329,-28.5414,-102.656,34.4585,-89.1729,120.306,46.4224,-222.77,-156.241,762.79,1086.68,934.185,2781.21,711.541,4458.24,573.076
1225,52.2446,-24.8711,-103.577,31.5788,-91.2253,118.758,48.464,-222.333,-157.346,762.562,1086.13,934.816,2781.06,712.111,4458.18,573.542
1226,53.8892,-21.0737,-104.417,28.6744,-93.2507,117.174,50.5014,-221.878,-158.45,762.333,1085.59,935.446,2780.92,712.68,4458.12,574.007
1227,55.2584,-17.1686,-105.176,25.7477,-95.2487,115.557,52.5346,-221.404,-159.554,762.103,1085.05,936.075,2780.77,713.249,4458.06,574.473
1228,56.3452,-13.1757,-105.852,22.8009,-97.2186,113.905,54.5634,-220.911,-160.657,761.87,1084.5,936.705,2780.62,713.818,4458,574.939
1229,57.1439,-9.11548,-106.446,19.8362,-99.1597,112.22,56.5876,-220.4,-161.761,761.637,1083.96,937.334,2780.48,714.387,4457.94,575.404
1230,57.6506,-5.00866,-106.957,16.8561,-101.072,110.501,58.607,-219.871,-162.863,761.401,1083.41,937.963,2780.33,714.956,4457.88,575.87
1231,57.8627,-0.876242,-107.385,13.8629,-102.954,108.75,60.6215,-219.322,-163.966,761.164,1082.87,938.591,2780.18,715.525,4457.82,576.335
1232,57.7791,3.26065,-107.728,10.8588,-104.806,106.967,62.6309,-218.756,-165.068,760.926,1082.32,939.219,2780.04,716.094,4457.76,576.801
1233,57.4002,7.38089,-107.988,7.84628,-106.626,105.152,64.6351,-218.171,-166.17,760.685,1081.77,939.847,2779.89,716.662,4457.7,577.267
1234,56.7281,11.4634,-108.163,4.82761,-108.416,103.306,66.6338,-217.567,-167.271,760.444,1081.23,940.475,2779.74,717.231,4457.64,577.732
1235,55.7662,15.4874,-108.254,1.80518,-110.173,101.43,68.6269,-216.946,-168.372,760.2,1080.68,941.102,2779.6,717.8,4457.58,578.198
1236,54.5195,19.4323,-108.26,-1.21865,-111.898,99.524,70.6142,-216.306,-169.473,759.955,1080.13,941.729,2779.45,718.369,4457.51,578.663
1237,52.9943,23.2779,-108.182,-4.24154,-113.59,97.5885,72.5956,-215.648,-170.573,759.708,1079.58,942.355,2779.3,718.938,4457.45,579.129
1238,51.1985,27.0046,-108.02,-7.26111,-115.248,95.6242,74.5709,-214.971,-171.674,759.46,1079.04,942.981,2779.15,719.506,4457.39,579.595
1239,49.1412,30.5935,-107.773,-10.275,-116.873,93.6317,76.5399,-214.277,-172.773,759.21,1078.49,943.607,2779.01,720.075,4457.33,580.06
1240,46.833,34.0261,-107.442,-13.2809,-118.463,91.6116,78.5025,-213.565,-173.872,758.959,1077.94,944.233,2778.86,720.644,4457.27,580.526
1241,44.2858,37.2851,-107.027,-16.2764,-120.018,89.5645,80.4584,-212.834,-174.971,758.706,1077.39,944.858,2778.71,721.212,4457.21,580.991
1242,41.5125,40.3537,-106.528,-19.2592,-121.537,87.491,82.4077,-212.086,-176.07,758.452,1076.84,945.483,2778.56,721.781,4457.15,581.457
1243,38.5274,43.2165,-105.947,-22.2269,-123.021,85.3916,84.3499,-211.32,-177.168,758.195,1076.29,946.108,2778.41,722.35,4457.09,581.922
1244,35.3456,45.8586,-105.282,-25.1773,-124.468,83.2671,86.2851,-210.536,-178.266,757.938,1075.74,946.732,2778.27,722.918,4457.03,582.388
1245,31.9836,48.2669,-104.536,-28.1081,-125.879,81.118,88.213,-209.735,-179.363,757.678,1075.19,947.356,2778.12,723.487,4456.97,582.853
1246,28.4583,50.4289,-103.707,-31.0168,-127.252,78.945,90.1335,-208.915,-180.461,757.417,1074.64,947.98,2777.97,724.055,4456.91,583.319
1247,24.7879,52.3336,-102.798,-33.9014,-128.588,76.7486,92.0465,-208.079,-181.557,757.155,1074.09,948.603,2777.82,724.624,4456.85,583.784
1248,20.9911,53.9715,-101.808,-36.7594,-129.886,74.5297,93.9517,-207.224,-182.654,756.891,1073.53,949.226,2777.67,725.192,4456.78,584.25
1249,17.0873,55.3342,-100.739,-39.5888,-131.146,72.2887,95.8489,-206.353,-183.749,756.625,1072.98,949.849,2777.52,725.76,4456.72,584.715
1250,13.0963,56.4147,-99.5915,-42.3872,-132.367,70.0265,97.7382,-205.464,-184.845,756.358,1072.43,950.471,2777.37,726.329,4456.66,585.181
1251,9.03855,57.2076,-98.3659,-45.1525,-133.549,67.7436,99.6192,-204.557,-185.94,756.089,1071.88,951.094,2777.23,726.897,4456.6,585.646
1252,4.93473,57.709,-97.0634,-47.8825,-134.692,65.4407,101.492,-203.634,-187.035,755.818,1071.32,951.715,2777.08,727.465,4456.54,586.112
1253,0.805767,57.9162,-95.6851,-50.5751,-135.795,63.1184,103.356,-202.693,-188.129,755.546,1070.77,952.337,2776.93,728.034,4456.48,586.577
1254,-3.32731,57.8282,-94.232,-53.2282,-136.858,60.7776,105.211,-201.735,-189.223,755.273,1070.21,952.958,2776.78,728.602,4456.42,587.043
1255,-7.44343,57.4456,-92.7053,-55.8397,-137.88,58.4189,107.058,-200.761,-190.317,754.997,1069.66,953.579,2776.63,729.17,4456.36,587.508
1256,-11.5216,56.7703,-91.1061,-58.4075,-138.862,56.0429,108.895,-199.769,-191.41,754.721,1069.11,954.199,2776.48,729.738,4456.29,587.974
1257,-15.5411,55.8058,-89.4357,-60.9297,-139.803,53.6503,110.724,-198.761,-192.503,754.442,1068.55,954.819,2776.33,730.306,4456.23,588.439
1258,-19.4815,54.557,-87.6954,-63.4043,-140.702,51.242,112.543,-197.736,-193.595,754.162,1067.99,955.439,2776.18,730.875,4456.17,588.905
1259,-23.3226,53.0303,-85.8865,-65.8293,-141.56,48.8185,114.352,-196.694,-194.687,753.881,1067.44,956.059,2776.03,731.443,4456.11,589.37
1260,-27.0449,51.2335,-84.0105,-68.2028,-142.376,46.3806,116.152,-195.635,-195.779,753.598,1066.88,956.678,2775.88,732.011,4456.05,589.835
1261,-30.6294,49.1757,-82.0689,-70.523,-143.151,43.9291,117.943,-194.561,-196.87,753.313,1066.33,957.297,2775.73,732.579,4455.99,590.301
1262,-34.058,46.8676,-80.063,-72.788,-143.883,41.4646,119.723,-193.47,-197.961,753.027,1065.77,957.915,2775.58,733.147,4455.92,590.766
1263,-37.3132,44.3207,-77.9945,-74.9962,-144.572,38.9878,121.493,-192.362,-199.051,752.739,1065.21,958.534,2775.43,733.715,4455.86,591.232
1264,-40.3783,41.5482,-75.8651,-77.1457,-145.219,36.4995,123.253,-191.239,-200.141,752.449,1064.65,959.152,2775.28,734.283,4455.8,591.697
1265,-43.2378,38.564,-73.6763,-79.2348,-145.823,34.0005,125.003,-190.099,-201.23,752.158,1064.1,959.769,2775.13,734.85,4455.74,592.162
1266,-45.8771,35.3836,-71.4299,-81.262,-146.384,31.4915,126.742,-188.943,-202.319,751.866,1063.54,960.386,2774.98,735.418,4455.68,592.628
1267,-48.2829,32.0229,-69.1276,-83.2256,-146.902,28.9731,128.47,-187.772,-203.408,751.571,1062.98,961.003,2774.83,735.986,4455.61,593.093
1268,-50.4427,28.4992,-66.7712,-85.1241,-147.376,26.4462,130.188,-186.584,-204.496,751.276,1062.42,961.62,2774.67,736.554,4455.55,593.559
1269,-52.3457,24.8303,-64.3626,-86.956,-147.807,23.9115,131.894,-185.381,-205.584,750.978,1061.86,962.236,2774.52,737.122,4455.49,594.024
1270,-53.9822,21.035,-61.9036,-88.7198,-148.195,21.3698,133.59,-184.163,-206.671,750.679,1061.3,962.852,2774.37,737.69,4455.43,594.489
1271,-55.3437,17.1326,-59.3962,-90.4143,-148.538,18.8217,135.274,-182.929,-207.758,750.379,1060.74,963.468,2774.22,738.257,4455.37,594.955
1272,-56.4234,13.143,-56.8424,-92.038,-148.838,16.2681,136.947,-181.679,-208.845,750.077,1060.18,964.083,2774.07,738.825,4455.3,595.42
1273,-57.2158,9.08638,-54.244,-93.5896,-149.094,13.7097,138.609,-180.414,-209.931,749.773,1059.62,964.698,2773.92,739.393,4455.24,595.885
1274,-57.7167,4.98351,-51.6032,-95.0681,-149.306,11.1472,140.259,-179.134,-211.016,749.468,1059.06,965.313,2773.77,739.96,4455.18,596.351
1275,-57.9236,0.855253,-48.922,-96.4721,-149.473,8.58146,141.897,-177.839,-212.102,749.161,1058.5,965.927,2773.61,740.528,4455.12,596.816
1276,-57.8355,-3.27735,-46.2025,-97.8005,-149.597,6.01318,143.523,-176.529,-213.186,748.853,1057.93,966.541,2773.46,741.095,4455.05,597.281
1277,-57.4527,-7.39326,-43.4468,-99.0525,-149.677,3.44313,145.137,-175.204,-214.271,748.543,1057.37,967.155,2773.31,741.663,4454.99,597.747
1278,-56.7772,-11.4715,-40.6571,-100.227,-149.712,0.872061,146.738,-173.865,-215.354,748.231,1056.81,967.768,2773.16,742.23,4454.93,598.212
1279,-55.8124,-15.4913,-37.8356,-101.323,-149.703,-1.69926,148.328,-172.51,-216.438,747.918,1056.25,968.381,2773.01,742.798,4454.87,598.677
1280,-54.5632,-19.4321,-34.9845,-102.339,-149.65,-4.27008,149.905,-171.142,-217.521,747.603,1055.68,968.994,2772.85,743.365,4454.8,599.143
1281,-53.0359,-23.2739,-32.1059,-103.276,-149.552,-6.83964,151.469,-169.759,-218.603,747.287,1055.12,969.606,2772.7,743.933,4454.74,599.608
1282,-51.2383,-26.9971,-29.2023,-104.131,-149.411,-9.40718,153.021,-168.361,-219.685,746.969,1054.56,970.219,2772.55,744.5,4454.68,600.073
