t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y
375,-5.11734,57.6826,-52.5493,-94.5379,147.462,25.1805,-218.286,-65.0197,666.534,402.505,1400.11,309.257,2862.53,220.073,4491.54,176.008
376,-9.22048,57.1705,-49.8832,-95.9707,147.008,27.7136,-217.68,-67.0157,665.951,403.47,1399.93,310.068,2862.48,220.659,4491.53,176.478
377,-13.2766,56.3669,-47.178,-97.3284,146.51,30.2384,-217.057,-69.006,665.366,404.434,1399.75,310.88,2862.44,221.245,4491.51,176.947
378,-17.265,55.2759,-44.4359,-98.6099,145.969,32.7543,-216.415,-70.9906,664.78,405.398,1399.57,311.691,2862.39,221.83,4491.49,177.416
379,-21.1654,53.9029,-41.6589,-99.8142,145.385,35.2606,-215.755,-72.9692,664.192,406.36,1399.39,312.503,2862.35,222.416,4491.47,177.885
380,-24.9578,52.2551,-38.8494,-100.94,144.758,37.7564,-215.076,-74.9417,663.603,407.322,1399.2,313.314,2862.3,223.002,4491.45,178.354
381,-28.623,50.3409,-36.0094,-101.987,144.088,40.241,-214.38,-76.9078,663.012,408.283,1399.02,314.125,2862.26,223.587,4491.43,178.823
382,-32.1422,48.1699,-33.1412,-102.955,143.375,42.7137,-213.666,-78.8676,662.42,409.243,1398.84,314.936,2862.21,224.173,4491.41,179.292
383,-35.4974,45.7533,-30.2471,-103.841,142.62,45.1738,-212.934,-80.8207,661.827,410.202,1398.65,315.747,2862.16,224.759,4491.4,179.761
384,-38.6717,43.1033,-27.3293,-104.647,141.822,47.6205,-212.184,-82.7671,661.232,411.161,1398.47,316.558,2862.12,225.344,4491.38,180.23
385,-41.6488,40.2336,-24.3901,-105.37,140.983,50.0532,-211.416,-84.7065,660.636,412.118,1398.29,317.368,2862.07,225.93,4491.36,180.699
386,-44.4134,37.1587,-21.4318,-106.011,140.102,52.471,-210.631,-86.6388,660.038,413.075,1398.1,318.179,2862.03,226.516,4491.34,181.169
387,-46.9516,33.8942,-18.4567,-106.569,139.18,54.8733,-209.828,-88.5639,659.439,414.03,1397.92,318.989,2861.98,227.101,4491.32,181.638
388,-49.2503,30.4569,-15.4672,-107.043,138.216,57.2594,-209.007,-90.4815,658.839,414.985,1397.73,319.8,2861.93,227.687,4491.3,182.107
389,-51.2978,26.8643,-12.4656,-107.434,137.212,59.6285,-208.168,-92.3915,658.237,415.939,1397.54,320.61,2861.89,228.272,4491.28,182.576
390,-53.0837,23.1347,-9.45414,-107.74,136.167,61.98,-207.313,-94.2938,657.634,416.892,1397.36,321.42,2861.84,228.858,4491.26,183.045
391,-54.5988,19.2871,-6.43533,-107.962,135.081,64.3131,-206.44,-96.1881,657.03,417.845,1397.17,322.23,2861.79,229.444,4491.24,183.514
392,-55.8354,15.3411,-3.41147,-108.1,133.956,66.6272,-205.549,-98.0744,656.424,418.796,1396.98,323.04,2861.74,230.029,4491.22,183.983
393,-56.7873,11.3168,-0.384942,-108.153,132.791,68.9217,-204.641,-99.9525,655.817,419.747,1396.79,323.85,2861.7,230.615,4491.21,184.452
394,-57.4495,7.23483,2.64189,-108.121,131.587,71.1957,-203.717,-101.822,655.208,420.696,1396.6,324.66,2861.65,231.2,4491.19,184.921
395,-57.8186,3.11595,5.66665,-108.005,130.344,73.4487,-202.775,-103.683,654.598,421.645,1396.41,325.469,2861.6,231.786,4491.17,185.39
396,-57.8928,-1.01882,8.68698,-107.804,129.062,75.6799,-201.816,-105.536,653.987,422.593,1396.23,326.279,2861.55,232.371,4491.15,185.859
397,-57.6717,-5.1484,11.7005,-107.518,127.742,77.8888,-200.84,-107.379,653.374,423.54,1396.04,327.088,2861.51,232.957,4491.13,186.328
398,-57.1563,-9.25171,14.7049,-107.149,126.384,80.0746,-199.847,-109.214,652.76,424.486,1395.84,327.898,2861.46,233.542,4491.11,186.798
399,-56.3493,-13.3078,17.6977,-106.695,124.989,82.2367,-198.838,-111.039,652.145,425.431,1395.65,328.707,2861.41,234.128,4491.09,187.267
400,-55.2548,-17.296,20.6767,-106.158,123.557,84.3745,-197.812,-112.856,651.528,426.375,1395.46,329.516,2861.36,234.713,4491.07,187.736
401,-53.8785,-21.196,23.6395,-105.538,122.089,86.4874,-196.769,-114.662,650.91,427.319,1395.27,330.325,2861.32,235.299,4491.05,188.205
402,-52.2271,-24.9878,26.5838,-104.835,120.584,88.5746,-195.71,-116.459,650.291,428.261,1395.08,331.134,2861.27,235.884,4491.03,188.674
403,-50.3093,-28.6521,29.5073,-104.05,119.044,90.6357,-194.634,-118.247,649.67,429.203,1394.88,331.942,2861.22,236.47,4491.01,189.143
404,-48.1348,-32.1702,32.4077,-103.184,117.468,92.67,-193.542,-120.024,649.047,430.144,1394.69,332.751,2861.17,237.055,4490.99,189.612
405,-45.7146,-35.5241,35.2827,-102.236,115.858,94.6768,-192.434,-121.791,648.424,431.083,1394.5,333.559,2861.12,237.64,4490.97,190.081
406,-43.0611,-38.6967,38.13,-101.209,114.213,96.6557,-191.309,-123.548,647.799,432.022,1394.3,334.368,2861.07,238.226,4490.95,190.55
407,-40.1879,-41.6719,40.9475,-100.102,112.535,98.606,-190.169,-125.295,647.173,432.96,1394.11,335.176,2861.02,238.811,4490.93,191.019
408,-37.1095,-44.4343,43.733,-98.9175,110.823,100.527,-189.012,-127.031,646.545,433.897,1393.91,335.984,2860.97,239.397,4490.91,191.488
409,-33.8418,-46.97,46.4842,-97.6551,109.079,102.418,-187.84,-128.757,645.916,434.833,1393.72,336.792,2860.93,239.982,4490.89,191.957
410,-30.4013,-49.2659,49.199,-96.3162,107.302,104.28,-186.652,-130.471,645.285,435.769,1393.52,337.6,2860.88,240.567,4490.87,192.426
411,-26.8056,-51.3104,51.8753,-94.9019,105.494,106.11,-185.449,-132.175,644.654,436.703,1393.32,338.408,2860.83,241.153,4490.85,192.895
412,-23.0731,-53.093,54.5109,-93.4133,103.654,107.909,-184.229,-133.868,644.021,437.636,1393.13,339.216,2860.78,241.738,4490.83,193.364
413,-19.2229,-54.6045,57.1039,-91.8515,101.784,109.676,-182.995,-135.549,643.386,438.569,1392.93,340.023,2860.73,242.324,4490.81,193.833
414,-15.2745,-55.8373,59.6521,-90.2178,99.8837,111.41,-181.745,-137.22,642.75,439.501,1392.73,340.831,2860.68,242.909,4490.79,194.302
415,-11.2481,-56.785,62.1537,-88.5135,97.9539,113.112,-180.479,-138.878,642.113,440.431,1392.53,341.638,2860.63,243.494,4490.77,194.771
416,-7.16429,-57.4429,64.6066,-86.7398,95.995,114.78,-179.199,-140.525,641.475,441.361,1392.33,342.446,2860.58,244.079,4490.75,195.24
417,-3.04391,-57.8075,67.0089,-84.8983,94.0078,116.414,-177.904,-142.16,640.835,442.29,1392.13,343.253,2860.53,244.665,4490.73,195.709
418,1.092,-57.877,69.3587,-82.9902,91.9928,118.014,-176.593,-143.783,640.194,443.218,1391.93,344.06,2860.48,245.25,4490.71,196.179
419,5.22235,-57.651,71.6543,-81.0172,89.9506,119.579,-175.268,-145.395,639.551,444.145,1391.73,344.867,2860.43,245.835,4490.69,196.648
420,9.32603,-57.1307,73.8937,-78.9808,87.8818,121.108,-173.928,-146.994,638.907,445.071,1391.53,345.673,2860.38,246.421,4490.67,197.117
421,13.3821,-56.3187,76.0753,-76.8825,85.787,122.602,-172.574,-148.58,638.262,445.996,1391.33,346.48,2860.33,247.006,4490.65,197.586
422,17.3699,-55.2192,78.1973,-74.724,83.6668,124.059,-171.205,-150.154,637.615,446.92,1391.13,347.287,2860.27,247.591,4490.62,198.055
423,21.2689,-53.8378,80.258,-72.507,81.5219,125.48,-169.822,-151.716,636.968,447.843,1390.93,348.093,2860.22,248.176,4490.6,198.524
424,25.0594,-52.1815,82.256,-70.2332,79.3529,126.864,-168.424,-153.265,636.318,448.765,1390.72,348.899,2860.17,248.762,4490.58,198.993
425,28.722,-50.2587,84.1896,-67.9044,77.1604,128.21,-167.012,-154.801,635.668,449.687,1390.52,349.706,2860.12,249.347,4490.56,199.462
426,32.2379,-48.0795,86.0572,-65.5225,74.9452,129.518,-165.587,-156.324,635.016,450.607,1390.32,350.512,2860.07,249.932,4490.54,199.931
427,35.5892,-45.6547,87.8575,-63.0893,72.7077,130.788,-164.147,-157.834,634.363,451.527,1390.11,351.318,2860.02,250.517,4490.52,200.4
428,38.7589,-42.9969,89.589,-60.6067,70.4488,132.019,-162.694,-159.33,633.708,452.445,1389.91,352.124,2859.97,251.103,4490.5,200.869
429,41.7307,-40.1195,91.2503,-58.0766,68.169,133.212,-161.227,-160.814,633.052,453.363,1389.7,352.929,2859.92,251.688,4490.48,201.338
430,44.4894,-37.0374,92.8402,-55.5011,65.8691,134.365,-159.746,-162.283,632.395,454.279,1389.5,353.735,2859.86,252.273,4490.46,201.807
431,47.0211,-33.7661,94.3575,-52.8821,63.5498,135.478,-158.252,-163.739,631.737,455.195,1389.29,354.541,2859.81,252.858,4490.44,202.276
432,49.3127,-30.3225,95.8009,-50.2218,61.2116,136.551,-156.745,-165.182,631.077,456.11,1389.08,355.346,2859.76,253.443,4490.41,202.745
433,51.3525,-26.7241,97.1693,-47.5221,58.8553,137.583,-155.224,-166.61,630.415,457.023,1388.88,356.151,2859.71,254.028,4490.39,203.214
434,53.1303,-22.9893,98.4616,-44.7852,56.4817,138.576,-153.691,-168.025,629.753,457.936,1388.67,356.956,2859.66,254.613,4490.37,203.683
435,54.6368,-19.1372,99.6769,-42.0133,54.0913,139.527,-152.145,-169.426,629.089,458.848,1388.46,357.761,2859.6,255.199,4490.35,204.152
436,55.8645,-15.1873,100.814,-39.2084,51.685,140.436,-150.586,-170.812,628.424,459.759,1388.25,358.566,2859.55,255.784,4490.33,204.621
437,56.8071,-11.16,101.872,-36.3729,49.2633,141.305,-149.014,-172.184,627.757,460.669,1388.04,359.371,2859.5,256.369,4490.31,205.09
438,57.4597,-7.07568,102.851,-33.5089,46.8272,142.131,-147.43,-173.541,627.09,461.577,1387.83,360.176,2859.45,256.954,4490.29,205.559
439,57.8191,-2.95526,103.749,-30.6187,44.3771,142.916,-145.833,-174.884,626.421,462.485,1387.62,360.98,2859.39,257.539,4490.26,206.028
440,57.8834,1.18024,104.566,-27.7045,41.914,143.658,-144.224,-176.212,625.75,463.392,1387.41,361.785,2859.34,258.124,4490.24,206.497
441,57.6523,5.30972,105.301,-24.7687,39.4385,144.358,-142.603,-177.526,625.078,464.298,1387.2,362.589,2859.29,258.709,4490.22,206.966
442,57.1271,9.41211,105.954,-21.8134,36.9513,145.015,-140.971,-178.824,624.405,465.203,1386.99,363.393,2859.23,259.294,4490.2,207.435
443,56.3103,13.4665,106.524,-18.8411,34.4532,145.629,-139.326,-180.108,623.731,466.107,1386.78,364.197,2859.18,259.879,4490.18,207.904
444,55.2062,17.4521,107.01,-15.854,31.9449,146.201,-137.669,-181.376,623.055,467.011,1386.57,365.001,2859.13,260.464,4490.16,208.373
445,53.8205,21.3487,107.413,-12.8545,29.4271,146.729,-136.001,-182.63,622.378,467.913,1386.36,365.805,2859.07,261.049,4490.13,208.841
446,52.1602,25.1364,107.731,-9.845,26.9007,147.213,-134.322,-183.868,621.7,468.814,1386.14,366.609,2859.02,261.634,4490.11,209.31
447,50.2338,28.7959,107.966,-6.82776,24.3663,147.654,-132.631,-185.09,621.021,469.714,1385.93,367.412,2858.97,262.219,4490.09,209.779
448,48.0511,32.3084,108.115,-3.80517,21.8247,148.052,-130.93,-186.297,620.34,470.613,1385.71,368.216,2858.91,262.804,4490.07,210.248
449,45.6233,35.6562,108.181,-0.779604,19.2767,148.405,-129.217,-187.488,619.658,471.511,1385.5,369.019,2858.86,263.389,4490.05,210.717
450,42.9628,38.8221,108.161,2.24657,16.723,148.715,-127.493,-188.664,618.974,472.408,1385.29,369.822,2858.81,263.974,4490.02,211.186
451,40.0831,41.7899,108.057,5.27099,14.1643,148.981,-125.759,-189.824,618.289,473.304,1385.07,370.625,2858.75,264.559,4490,211.655
452,36.999,44.5446,107.869,8.29129,11.6015,149.203,-124.014,-190.967,617.603,474.2,1384.85,371.428,2858.7,265.144,4489.98,212.124
453,33.7262,47.0722,107.596,11.3051,9.03519,149.381,-122.259,-192.095,616.916,475.094,1384.64,372.231,2858.64,265.729,4489.96,212.593
454,30.2814,49.3596,107.239,14.3101,6.46625,149.514,-120.493,-193.207,616.227,475.987,1384.42,373.034,2858.59,266.314,4489.94,213.062
455,26.6822,51.3953,106.798,17.3039,3.89539,149.604,-118.718,-194.302,615.537,476.879,1384.2,373.836,2858.53,266.899,4489.91,213.531
456,22.9469,53.169,106.273,20.2841,1.32338,149.649,-116.932,-195.381,614.846,477.77,1383.99,374.639,2858.48,267.484,4489.89,214
457,19.0946,54.6715,105.665,23.2485,-1.24901,149.65,-115.137,-196.444,614.153,478.661,1383.77,375.441,2858.42,268.069,4489.87,214.469
458,15.145,55.8952,104.975,26.1947,-3.82104,149.607,-113.332,-197.49,613.46,479.55,1383.55,376.243,2858.37,268.653,4489.85,214.938
459,11.1181,56.834,104.202,29.1204,-6.39193,149.519,-111.517,-198.52,612.764,480.438,1383.33,377.045,2858.31,269.238,4489.82,215.407
460,7.03449,57.4829,103.348,32.0233,-8.96093,149.387,-109.693,-199.533,612.068,481.325,1383.11,377.847,2858.26,269.823,4489.8,215.876
461,2.91504,57.8387,102.414,34.9012,-11.5273,149.212,-107.86,-200.529,611.37,482.211,1382.89,378.649,2858.2,270.408,4489.78,216.345
462,-1.21927,57.8996,101.399,37.7518,-14.0902,148.992,-106.018,-201.509,610.671,483.096,1382.67,379.451,2858.15,270.993,4489.76,216.814
463,-5.34736,57.6654,100.305,40.5728,-16.649,148.728,-104.167,-202.471,609.971,483.981,1382.45,380.253,2858.09,271.578,4489.73,217.283
464,-9.44818,57.1371,99.132,43.3622,-19.2029,148.42,-102.307,-203.417,609.27,484.864,1382.23,381.054,2858.04,272.162,4489.71,217.751
465,-13.5008,56.3175,97.8818,46.1176,-21.751,148.068,-100.438,-204.345,608.567,485.746,1382,381.855,2857.98,272.747,4489.69,218.22
466,-17.4846,55.2108,96.5551,48.8369,-24.2928,147.672,-98.5613,-205.257,607.863,486.627,1381.78,382.656,2857.92,273.332,4489.66,218.689
467,-21.3793,53.8226,95.1529,51.5181,-26.8273,147.233,-96.6762,-206.151,607.157,487.507,1381.56,383.458,2857.87,273.917,4489.64,219.158
468,-25.165,52.16,93.6763,54.159,-29.354,146.75,-94.7829,-207.027,606.451,488.386,1381.34,384.258,2857.81,274.501,4489.62,219.627
469,-28.8224,50.2314,92.1264,56.7575,-31.8719,146.224,-92.8817,-207.887,605.743,489.264,1381.11,385.059,2857.75,275.086,4489.6,220.096
470,-32.3328,48.0468,90.5045,59.3117,-34.3805,145.655,-90.9727,-208.729,605.034,490.141,1380.89,385.86,2857.7,275.671,4489.57,220.565
471,-35.6783,45.6172,88.8119,61.8195,-36.8788,145.043,-89.0561,-209.553,604.323,491.017,1380.66,386.66,2857.64,276.256,4489.55,221.034
472,-38.842,42.955,87.0498,64.279,-39.3663,144.387,-87.1319,-210.36,603.612,491.892,1380.44,387.461,2857.59,276.84,4489.53,221.503
473,-41.8076,40.0738,85.2196,66.6882,-41.8421,143.689,-85.2005,-211.149,602.899,492.766,1380.21,388.261,2857.53,277.425,4489.5,221.972
474,-44.56,36.9882,83.3228,69.0452,-44.3056,142.949,-83.2619,-211.921,602.184,493.639,1379.98,389.061,2857.47,278.01,4489.48,222.441
475,-47.0853,33.7141,81.3609,71.3483,-46.756,142.166,-81.3163,-212.675,601.469,494.51,1379.76,389.861,2857.41,278.594,4489.46,222.909
476,-49.3704,30.2681,79.3354,73.5956,-49.1925,141.342,-79.3639,-213.41,600.752,495.381,1379.53,390.661,2857.36,279.179,4489.43,223.378
477,-51.4038,26.6677,77.2479,75.7854,-51.6145,140.475,-77.4049,-214.128,600.034,496.251,1379.3,391.461,2857.3,279.764,4489.41,223.847
478,-53.1751,22.9313,75.0999,77.9159,-54.0212,139.567,-75.4393,-214.828,599.315,497.12,1379.08,392.261,2857.24,280.348,4489.39,224.316
479,-54.6752,19.078,72.8933,79.9856,-56.412,138.618,-73.4674,-215.51,598.594,497.987,1378.85,393.06,2857.18,280.933,4489.36,224.785
480,-55.8964,15.1274,70.6297,81.9927,-58.7861,137.628,-71.4894,-216.174,597.872,498.854,1378.62,393.859,2857.13,281.518,4489.34,225.254
481,-56.8326,11.0997,68.3109,83.9357,-61.1429,136.597,-69.5053,-216.82,597.149,499.719,1378.39,394.659,2857.07,282.102,4489.32,225.723
482,-57.4789,7.01534,65.9387,85.8131,-63.4815,135.526,-67.5154,-217.447,596.425,500.584,1378.16,395.458,2857.01,282.687,4489.29,226.192
483,-57.8321,2.89521,63.5149,87.6235,-65.8014,134.415,-65.5198,-218.056,595.699,501.447,1377.93,396.257,2856.95,283.271,4489.27,226.661
484,-57.8903,-1.23969,61.0416,89.3653,-68.1018,133.264,-63.5188,-218.647,594.973,502.31,1377.7,397.056,2856.89,283.856,4489.24,227.129
485,-57.6531,-5.36826,58.5205,91.0373,-70.3821,132.073,-61.5124,-219.22,594.245,503.171,1377.47,397.854,2856.84,284.441,4489.22,227.598
486,-57.1219,-9.46945,55.9536,92.6382,-72.6416,130.844,-59.5008,-219.774,593.515,504.031,1377.23,398.653,2856.78,285.025,4489.2,228.067
487,-56.2993,-13.5223,53.3431,94.1667,-74.8797,129.576,-57.4842,-220.31,592.785,504.891,1377,399.451,2856.72,285.61,4489.17,228.536
488,-55.1894,-17.5062,50.6909,95.6216,-77.0956,128.269,-55.4629,-220.827,592.053,505.749,1376.77,400.25,2856.66,286.194,4489.15,229.005
489,-53.798,-21.4008,47.999,97.0017,-79.2887,126.925,-53.4368,-221.326,591.32,506.606,1376.54,401.048,2856.6,286.779,4489.13,229.474
490,-52.132,-25.1862,45.2697,98.3061,-81.4584,125.543,-51.4063,-221.806,590.586,507.462,1376.3,401.846,2856.54,287.363,4489.1,229.943
491,-50.2001,-28.843,42.5049,99.5336,-83.6039,124.124,-49.3715,-222.267,589.85,508.317,1376.07,402.644,2856.48,287.948,4489.08,230.412
492,-48.0119,-32.3527,39.707,100.683,-85.7248,122.669,-47.3325,-222.71,589.113,509.171,1375.83,403.441,2856.43,288.532,4489.05,230.88
493,-45.5788,-35.6973,36.878,101.754,-87.8204,121.177,-45.2895,-223.134,588.375,510.024,1375.6,404.239,2856.37,289.117,4489.03,231.349
494,-42.913,-38.8597,34.0202,102.746,-89.8899,119.649,-43.2428,-223.54,587.636,510.876,1375.36,405.037,2856.31,289.701,4489,231.818
495,-40.0283,-41.8237,31.1359,103.657,-91.933,118.086,-41.1924,-223.927,586.896,511.726,1375.13,405.834,2856.25,290.285,4488.98,232.287
496,-36.9392,-44.5743,28.2272,104.488,-93.9488,116.488,-39.1385,-224.294,586.154,512.576,1374.89,406.631,2856.19,290.87,4488.96,232.756
497,-33.6616,-47.0974,25.2964,105.236,-95.9368,114.856,-37.0814,-224.643,585.411,513.425,1374.65,407.428,2856.13,291.454,4488.93,233.225
498,-30.2121,-49.38,22.3459,105.903,-97.8965,113.19,-35.0211,-224.974,584.667,514.272,1374.42,408.225,2856.07,292.039,4488.91,233.693
499,-26.6084,-51.4106,19.378,106.486,-99.8273,111.49,-32.958,-225.285,583.922,515.118,1374.18,409.022,2856.01,292.623,4488.88,234.162
500,-22.8689,-53.1787,16.3949,106.987,-101.729,109.757,-30.892,-225.577,583.175,515.964,1373.94,409.819,2855.95,293.207,4488.86,234.631
501,-19.0127,-54.6754,13.3989,107.404,-103.6,107.992,-28.8235,-225.851,582.427,516.808,1373.7,410.615,2855.89,293.792,4488.83,235.1
502,-15.0593,-55.8929,10.3926,107.737,-105.44,106.195,-26.7525,-226.105,581.678,517.651,1373.46,411.411,2855.83,294.376,4488.81,235.569
503,-11.0291,-56.825,7.37806,107.986,-107.25,104.366,-24.6793,-226.341,580.928,518.493,1373.22,412.208,2855.77,294.961,4488.78,236.038
504,-6.94259,-57.467,4.3578,108.15,-109.027,102.507,-22.604,-226.557,580.176,519.334,1372.98,413.004,2855.71,295.545,4488.76,236.506
505,-2.82061,-57.8156,1.33414,108.23,-110.773,100.617,-20.5268,-226.755,579.424,520.174,1372.74,413.8,2855.65,296.129,4488.73,236.975
506,1.31578,-57.869,-1.69056,108.226,-112.485,98.6978,-18.4479,-226.933,578.67,521.013,1372.5,414.596,2855.58,296.713,4488.71,237.444
507,5.44544,-57.6269,-4.71394,108.136,-114.165,96.7493,-16.3674,-227.093,577.915,521.851,1372.26,415.391,2855.52,297.298,4488.68,237.913
508,9.54731,-57.0905,-7.73364,107.963,-115.811,94.7721,-14.2856,-227.233,577.158,522.687,1372.02,416.187,2855.46,297.882,4488.66,238.382
509,13.6004,-56.2626,-10.7473,107.705,-117.422,92.7669,-12.2026,-227.354,576.401,523.523,1371.78,416.982,2855.4,298.466,4488.63,238.851
510,17.5841,-55.1474,-13.7525,107.363,-118.999,90.7343,-10.1185,-227.456,575.642,524.357,1371.53,417.778,2855.34,299.051,4488.61,239.319
511,21.478,-53.7506,-16.7471,106.937,-120.54,88.6748,-8.03359,-227.54,574.882,525.191,1371.29,418.573,2855.28,299.635,4488.58,239.788
512,25.2622,-52.0793,-19.7285,106.427,-122.046,86.5892,-5.94801,-227.604,574.121,526.023,1371.04,419.368,2855.22,300.219,4488.56,240.257
513,28.9174,-50.1421,-22.6945,105.835,-123.516,84.4779,-3.86192,-227.648,573.359,526.854,1370.8,420.163,2855.16,300.803,4488.53,240.726
514,32.4249,-47.9488,-25.6428,105.16,-124.949,82.3417,-1.77552,-227.674,572.595,527.684,1370.56,420.957,2855.09,301.387,4488.51,241.195
515,35.7669,-45.5107,-28.571,104.402,-126.346,80.1811,0.311042,-227.681,571.83,528.513,1370.31,421.752,2855.03,301.972,4488.48,241.663
516,38.9262,-42.8402,-31.477,103.563,-127.705,77.9968,2.39758,-227.668,571.064,529.341,1370.07,422.546,2854.97,302.556,4488.46,242.132
517,41.8868,-39.9509,-34.3583,102.643,-129.026,75.7895,4.48391,-227.637,570.297,530.167,1369.82,423.341,2854.91,303.14,4488.43,242.601
518,44.6335,-36.8577,-37.2128,101.643,-130.309,73.5597,6.56986,-227.586,569.529,530.993,1369.57,424.135,2854.85,303.724,4488.41,243.07
519,47.1523,-33.5762,-40.0382,100.564,-131.554,71.3082,8.65527,-227.516,568.759,531.817,1369.33,424.929,2854.78,304.308,4488.38,243.539
520,49.4303,-30.1234,-42.8324,99.4056,-132.759,69.0357,10.74,-227.428,567.988,532.641,1369.08,425.723,2854.72,304.892,4488.36,244.007
521,51.456,-26.5167,-45.5931,98.1699,-133.926,66.7427,12.8237,-227.32,567.216,533.463,1368.83,426.516,2854.66,305.477,4488.33,244.476
522,53.219,-22.7746,-48.3182,96.8575,-135.053,64.4299,14.9064,-227.193,566.443,534.284,1368.58,427.31,2854.6,306.061,4488.31,244.945
523,54.7102,-18.9163,-51.0055,95.4695,-136.139,62.0982,16.9879,-227.047,565.669,535.104,1368.33,428.103,2854.53,306.645,4488.28,245.414
524,55.9222,-14.9614,-53.653,94.0069,-137.186,59.748,19.0679,-226.881,564.893,535.923,1368.08,428.897,2854.47,307.229,4488.25,245.882
525,56.8487,-10.9301,-56.2585,92.4708,-138.192,57.3802,21.1463,-226.697,564.117,536.741,1367.83,429.69,2854.41,307.813,4488.23,246.351
526,57.485,-6.84303,-58.8201,90.8625,-139.157,54.9954,23.223,-226.494,563.339,537.557,1367.58,430.483,2854.34,308.397,4488.2,246.82
527,57.8279,-2.72103,-61.3358,89.1832,-140.081,52.5944,25.2977,-226.272,562.56,538.373,1367.33,431.276,2854.28,308.981,4488.18,247.289
528,57.8757,1.41486,-63.8036,87.4343,-140.964,50.1778,27.3703,-226.03,561.78,539.187,1367.08,432.068,2854.22,309.565,4488.15,247.758
529,57.6281,5.54354,-66.2215,85.617,-141.805,47.7464,29.4406,-225.77,560.998,540,1366.83,432.861,2854.15,310.149,4488.12,248.226
530,57.0863,9.64392,-68.5876,83.7329,-142.604,45.3008,31.5084,-225.491,560.216,540.812,1366.58,433.653,2854.09,310.733,4488.1,248.695
531,56.2533,13.6951,-70.9002,81.7834,-143.361,42.8419,33.5736,-225.193,559.432,541.623,1366.32,434.446,2854.03,311.317,4488.07,249.164
532,55.1332,17.6764,-73.1574,79.7699,-144.075,40.3703,35.6359,-224.876,558.647,542.433,1366.07,435.238,2853.96,311.901,4488.05,249.633
533,53.7317,21.5675,-75.3574,77.6941,-144.747,37.8867,37.6953,-224.54,557.861,543.242,1365.82,436.03,2853.9,312.485,4488.02,250.101
534,52.0562,25.3485,-77.4986,75.5577,-145.376,35.392,39.7515,-224.185,557.073,544.049,1365.56,436.822,2853.83,313.069,4487.99,250.57
535,50.115,29.0003,-79.5792,73.3622,-145.962,32.8867,41.8043,-223.812,556.285,544.856,1365.31,437.613,2853.77,313.653,4487.97,251.039
536,47.9182,32.504,-81.5976,71.1094,-146.505,30.3718,43.8537,-223.419,555.495,545.661,1365.05,438.405,2853.7,314.237,4487.94,251.508
537,45.4769,35.842,-83.5523,68.801,-147.004,27.8479,45.8994,-223.008,554.705,546.465,1364.8,439.196,2853.64,314.821,4487.92,251.976
538,42.8036,38.9972,-85.4417,66.4389,-147.46,25.3157,47.9412,-222.578,553.913,547.268,1364.54,439.988,2853.58,315.405,4487.89,252.445
539,39.9121,41.9534,-87.2643,64.0248,-147.872,22.776,49.979,-222.13,553.12,548.07,1364.29,440.779,2853.51,315.988,4487.86,252.914
540,36.8169,44.6956,-89.0188,61.5608,-148.241,20.2296,52.0126,-221.663,552.325,548.87,1364.03,441.57,2853.45,316.572,4487.84,253.382
541,33.534,47.2099,-90.7037,59.0486,-148.566,17.6773,54.0418,-221.177,551.53,549.67,1363.77,442.36,2853.38,317.156,4487.81,253.851
542,30.0801,49.4835,-92.3177,56.4903,-148.847,15.1197,56.0665,-220.673,550.733,550.468,1363.52,443.151,2853.32,317.74,4487.78,254.32
543,26.4727,51.5047,-93.8595,53.8879,-149.083,12.5576,58.0865,-220.15,549.935,551.266,1363.26,443.942,2853.25,318.324,4487.76,254.789
544,22.7304,53.2632,-95.3281,51.2433,-149.276,9.99179,60.1017,-219.609,549.137,552.062,1363,444.732,2853.19,318.908,4487.73,255.257
545,18.8722,54.7502,-96.7221,48.5587,-149.425,7.42304,62.1118,-219.049,548.337,552.856,1362.74,445.522,2853.12,319.491,4487.7,255.726
546,14.9177,55.958,-98.0405,45.8362,-149.529,4.8521,64.1166,-218.471,547.535,553.65,1362.48,446.312,2853.05,320.075,4487.68,256.195
547,10.8872,56.8805,-99.2824,43.0778,-149.589,2.27973,66.1161,-217.874,546.733,554.443,1362.22,447.102,2852.99,320.659,4487.65,256.664
548,6.8012,57.513,-100.447,40.2858,-149.605,-0.29332,68.11,-217.259,545.929,555.234,1361.96,447.892,2852.92,321.243,4487.62,257.132
549,2.68051,57.8522,-101.532,37.4623,-149.576,-2.86628,70.0983,-216.626,545.125,556.024,1361.7,448.681,2852.86,321.826,4487.6,257.601
550,-1.45385,57.8966,-102.539,34.6095,-149.503,-5.43839,72.0806,-215.975,544.319,556.813,1361.44,449.471,2852.79,322.41,4487.57,258.07
551,-5.58079,57.6457,-103.465,31.7296,-149.387,-8.00889,74.0569,-215.306,543.512,557.601,1361.18,450.26,2852.72,322.994,4487.54,258.538
552,-9.67929,57.1011,-104.31,28.825,-149.225,-10.577,76.027,-214.618,542.704,558.388,1360.91,451.049,2852.66,323.578,4487.51,259.007
553,-13.7284,56.2653,-105.074,25.8978,-149.02,-13.142,77.9907,-213.913,541.895,559.174,1360.65,451.838,2852.59,324.161,4487.49,259.476
